Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
"79","'276","Germany","236","'0141","Soya beans","5312","Area harvested","2003","2003","ha","0.000000","A"
"174","'620","Portugal","1035","'21113.01","Meat of pig with the bone, fresh or chilled","5320","Producing Animals/Slaughtered","1996","1996","Head","4572962.000000","A"
"68","'250","France","826","'01970","Unmanufactured tobacco","5510","Production","1967","1967","tonnes","47097.000000","A"
"106","'380","Italy","205","'01709.01","Vetches","5419","Yield","1971","1971","hg/ha","9027.000000","E"
"106","'380","Italy","957","'02951.03","Raw hides and skins of buffaloes","5420","Yield","1975","1975","hg/An","300.000000","I"
"79","'276","Germany","677","'01659","Hop cones","5312","Area harvested","1989","1989","ha","22399.000000","E"
"203","'724","Spain","777","'01929.02","True hemp, raw or retted","5510","Production","1999","1999","tonnes","17160.000000","A"
"106","'380","Italy","1080","'21124","Meat of turkeys, fresh or chilled","5321","Producing Animals/Slaughtered","1969","1969","1000 Head","5000.000000","E"
"79","'276","Germany","292","'01442","Mustard seed","5510","Production","1963","1963","tonnes","6250.000000","A"
"106","'380","Italy","1729","'F1729","Treenuts, Total","5510","Production","2015","2015","tonnes","241078.000000","E"
"106","'380","Italy","122","'01530","Sweet potatoes","5510","Production","1991","1991","tonnes","12400.000000","A"
"79","'276","Germany","891","'22230.01","Yoghurt","5510","Production","1970","1970","tonnes","960.000000","I"
"79","'276","Germany","1072","'02153","Geese","5112","Stocks","1985","1985","1000 Head","377.000000","A"
"79","'276","Germany","1073","'21123","Meat of geese, fresh or chilled","5510","Production","2018","2018","tonnes","3127.000000","A"
"203","'724","Spain","406","'01252","Green garlic","5312","Area harvested","1969","1969","ha","18273.000000","A"
"79","'276","Germany","901","'22251.01","Cheese from whole cow milk","5510","Production","1965","1965","tonnes","236500.000000","T"
"203","'724","Spain","221","'01371","Almonds, in shell","5510","Production","1964","1964","tonnes","152000.000000","A"
"174","'620","Portugal","56","'0112","Maize (corn)","5510","Production","1987","1987","tonnes","654692.000000","A"
"106","'380","Italy","234","'01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","5510","Production","2013","2013","tonnes","2183.000000","I"
"203","'724","Spain","1780","'F1780","Milk, Total","5510","Production","1972","1972","tonnes","5201112.000000","E"
"106","'380","Italy","587","'01359.01","Persimmons","5510","Production","1975","1975","tonnes","60000.000000","A"
"174","'620","Portugal","244","'2162","Groundnut oil","5510","Production","2004","2004","tonnes","699.710000","I"
"106","'380","Italy","888","'22110.02","Skim milk of cows","5510","Production","1964","1964","tonnes","1364000.000000","E"
"174","'620","Portugal","394","'01235","Pumpkins, squash and gourds","5419","Yield","1995","1995","hg/ha","200000.000000","E"
"79","'276","Germany","333","'01441","Linseed","5510","Production","1979","1979","tonnes","159.000000","A"
"68","'250","France","777","'01929.02","True hemp, raw or retted","5510","Production","1975","1975","tonnes","200.000000","E"
"68","'250","France","826","'01970","Unmanufactured tobacco","5312","Area harvested","1973","1973","ha","20602.000000","A"
"203","'724","Spain","1111","'21118.03","Meat of mules, fresh or chilled","5417","Yield/Carcass Weight","1963","1963","hg/An","1535.000000","E"
"203","'724","Spain","777","'01929.02","True hemp, raw or retted","5419","Yield","1964","1964","hg/ha","11478.000000","E"
"174","'620","Portugal","1806","'F1806","Beef and Buffalo Meat","5417","Yield/Carcass Weight","2013","2013","hg/An","2304.000000","E"
"106","'380","Italy","417","'01242","Peas, green","5419","Yield","1968","1968","hg/ha","45485.000000","E"
"106","'380","Italy","523","'01342.02","Quinces","5419","Yield","2009","2009","hg/ha","99231.000000","E"
"203","'724","Spain","336","'01449.02","Hempseed","5312","Area harvested","2002","2002","ha",,"A"
"203","'724","Spain","495","'01324","Tangerines, mandarins, clementines","5312","Area harvested","1971","1971","ha","26000.000000","A"
"68","'250","France","71","'0116","Rye","5312","Area harvested","1975","1975","ha","111000.000000","A"
"106","'380","Italy","394","'01235","Pumpkins, squash and gourds","5510","Production","1992","1992","tonnes","331187.000000","A"
"174","'620","Portugal","866","'02111","Cattle","5111","Stocks","2013","2013","Head","1471000.000000","A"
"174","'620","Portugal","210","'01709.02","Lupins","5510","Production","1986","1986","tonnes","278.000000","A"
"174","'620","Portugal","1780","'F1780","Milk, Total","5318","Milk Animals","1992","1992","Head","970000.000000","E"
"174","'620","Portugal","372","'01214","Lettuce and chicory","5419","Yield","1987","1987","hg/ha","230769.000000","T"
"106","'380","Italy","1729","'F1729","Treenuts, Total","5312","Area harvested","2006","2006","ha","183119.000000","E"
"68","'250","France","777","'01929.02","True hemp, raw or retted","5419","Yield","1966","1966","hg/ha","16018.000000","E"
"79","'276","Germany","1729","'F1729","Treenuts, Total","5312","Area harvested","1967","1967","ha",,"M"
"106","'380","Italy","1749","'F1749","Sheep and Goats","5111","Stocks","2010","2010","Head","8973600.000000","E"
"68","'250","France","426","'01251","Carrots and turnips","5312","Area harvested","2007","2007","ha","16470.000000","A"
"106","'380","Italy","1780","'F1780","Milk, Total","5318","Milk Animals","2005","2005","Head","7250174.000000","E"
"68","'250","France","888","'22110.02","Skim milk of cows","5510","Production","1970","1970","tonnes","10600000.000000","E"
"68","'250","France","1732","'F1732","Oilcrops, Oil Equivalent","5510","Production","2010","2010","tonnes","2560832.270000","E"
"174","'620","Portugal","919","'02951.01","Raw hides and skins of cattle","5320","Producing Animals/Slaughtered","2019","2019","Head","369260.000000","A"
"68","'250","France","1062","'0231","Hen eggs in shell, fresh","5510","Production","1994","1994","tonnes","982200.000000","A"
"203","'724","Spain","402","'01253.01","Onions and shallots, green","5510","Production","1963","1963","tonnes","39927.000000","A"
"79","'276","Germany","1726","'F1726","Pulses, Total","5419","Yield","1983","1983","hg/ha","18068.000000","E"
"68","'250","France","1069","'21122","Meat of ducks, fresh or chilled","5321","Producing Animals/Slaughtered","1977","1977","1000 Head","26630.000000","A"
"203","'724","Spain","242","'0142","Groundnuts, excluding shelled","5312","Area harvested","1964","1964","ha","3984.000000","A"
"79","'276","Germany","900","'22130.02","Whey, dry","5510","Production","1987","1987","tonnes","135304.000000","A"
"174","'620","Portugal","569","'01315","Figs","5312","Area harvested","1964","1964","ha","300000.000000","E"
"79","'276","Germany","1036","'21153","Edible offal of pigs, fresh, chilled or frozen","5320","Producing Animals/Slaughtered","1998","1998","Head","41352124.000000","A"
"174","'620","Portugal","490","'01323","Oranges","5312","Area harvested","2007","2007","ha","17513.000000","A"
"68","'250","France","221","'01371","Almonds, in shell","5510","Production","2014","2014","tonnes","1067.000000","A"
"68","'250","France","886","'22241.01","Butter of cow milk","5510","Production","1999","1999","tonnes","447569.000000","A"
"174","'620","Portugal","536","'01346","Plums and sloes","5312","Area harvested","1962","1962","ha","2300.000000","E"
"68","'250","France","417","'01242","Peas, green","5510","Production","2002","2002","tonnes","248413.000000","A"
"174","'620","Portugal","826","'01970","Unmanufactured tobacco","5312","Area harvested","1982","1982","ha","900.000000","E"
"203","'724","Spain","394","'01235","Pumpkins, squash and gourds","5312","Area harvested","2013","2013","ha","11000.000000","A"
"106","'380","Italy","267","'01445","Sunflower seed","5510","Production","2017","2017","tonnes","243671.000000","A"
"68","'250","France","826","'01970","Unmanufactured tobacco","5312","Area harvested","1989","1989","ha","11446.000000","A"
"106","'380","Italy","1079","'02152","Turkeys","5112","Stocks","1984","1984","1000 Head","19500.000000","E"
"106","'380","Italy","401","'01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","5510","Production","1965","1965","tonnes","315600.000000","A"
"79","'276","Germany","1062","'0231","Hen eggs in shell, fresh","5413","Yield","2011","2011","No/An","307.000000","E"
"106","'380","Italy","399","'01233","Eggplants (aubergines)","5312","Area harvested","2007","2007","ha","12991.000000","A"
"203","'724","Spain","296","'01448","Poppy seed","5419","Yield","2013","2013","hg/ha","10909.000000","E"
"174","'620","Portugal","866","'02111","Cattle","5111","Stocks","2003","2003","Head","1395000.000000","A"
"203","'724","Spain","56","'0112","Maize (corn)","5312","Area harvested","1982","1982","ha","418300.000000","A"
"79","'276","Germany","1816","'F1816","Evaporat&Condensed Milk","5510","Production","1985","1985","tonnes","585601.000000","E"
"203","'724","Spain","1036","'21153","Edible offal of pigs, fresh, chilled or frozen","5510","Production","1995","1995","tonnes","162423.000000","I"
"68","'250","France","1080","'21124","Meat of turkeys, fresh or chilled","5424","Yield/Carcass Weight","2002","2002","0.1g/An","65258.000000","E"
"203","'724","Spain","495","'01324","Tangerines, mandarins, clementines","5510","Production","2018","2018","tonnes","1978590.000000","A"
"203","'724","Spain","577","'01314","Dates","5419","Yield","1976","1976","hg/ha","209348.000000","E"
"106","'380","Italy","1749","'F1749","Sheep and Goats","5111","Stocks","2008","2008","Head","9157000.000000","E"
"68","'250","France","1804","'F1804","Citrus Fruit, Total","5419","Yield","1996","1996","hg/ha","92157.000000","E"
"79","'276","Germany","97","'01191","Triticale","5312","Area harvested","1994","1994","ha","208118.000000","A"
"68","'250","France","569","'01315","Figs","5312","Area harvested","1978","1978","ha","557.000000","A"
"174","'620","Portugal","867","'21111.01","Meat of cattle with the bone, fresh or chilled","5320","Producing Animals/Slaughtered","1965","1965","Head","436860.000000","A"
"174","'620","Portugal","260","'01450","Olives","5510","Production","1971","1971","tonnes","296266.000000","A"
"174","'620","Portugal","1738","'F1738","Fruit Primary","5312","Area harvested","1966","1966","ha","517089.000000","E"
"174","'620","Portugal","336","'01449.02","Hempseed","5312","Area harvested","1968","1968","ha","79.000000","A"
"79","'276","Germany","358","'01212","Cabbages","5510","Production","1981","1981","tonnes","939614.000000","A"
"174","'620","Portugal","1020","'02292","Raw milk of goats","5510","Production","1963","1963","tonnes","27713.000000","A"
"68","'250","France","397","'01232","Cucumbers and gherkins","5510","Production","2006","2006","tonnes","127213.000000","A"
"174","'620","Portugal","397","'01232","Cucumbers and gherkins","5312","Area harvested","1998","1998","ha","300.000000","E"
"174","'620","Portugal","523","'01342.02","Quinces","5419","Yield","1984","1984","hg/ha","38725.000000","E"
"203","'724","Spain","1804","'F1804","Citrus Fruit, Total","5312","Area harvested","1966","1966","ha","123632.000000","E"
"174","'620","Portugal","530","'01344.01","Sour cherries","5312","Area harvested","1982","1982","ha","585.000000","A"
"79","'276","Germany","977","'21115","Meat of sheep, fresh or chilled","5320","Producing Animals/Slaughtered","1985","1985","Head","1975101.000000","E"
"203","'724","Spain","982","'02291","Raw milk of sheep","5510","Production","1980","1980","tonnes","197333.000000","A"
"203","'724","Spain","1729","'F1729","Treenuts, Total","5510","Production","1972","1972","tonnes","339440.000000","E"
"106","'380","Italy","1780","'F1780","Milk, Total","5318","Milk Animals","1995","1995","Head","10055900.000000","E"
"79","'276","Germany","898","'22212","Skim milk and whey powder","5510","Production","1983","1983","tonnes","890053.000000","A"
"68","'250","France","1717","'F1717","Cereals, Total","5419","Yield","2007","2007","hg/ha","65206.000000","E"
"174","'620","Portugal","1062","'0231","Hen eggs in shell, fresh","5313","Laying","1971","1971","1000 Head","3500.000000","E"
"203","'724","Spain","723","'01699","Other stimulant, spice and aromatic crops, n.e.c.","5419","Yield","2001","2001","hg/ha","9988.000000","E"
"106","'380","Italy","826","'01970","Unmanufactured tobacco","5312","Area harvested","1984","1984","ha","80000.000000","A"
"106","'380","Italy","1080","'21124","Meat of turkeys, fresh or chilled","5424","Yield/Carcass Weight","2016","2016","0.1g/An","107245.000000","E"
"106","'380","Italy","393","'01213","Cauliflowers and broccoli","5419","Yield","1976","1976","hg/ha","196234.000000","E"
"79","'276","Germany","826","'01970","Unmanufactured tobacco","5510","Production","2015","2015","tonnes","6713.000000","I"
"106","'380","Italy","51","'24310.01","Beer of barley, malted","5510","Production","1990","1990","tonnes","1124756.000000","A"
"203","'724","Spain","1804","'F1804","Citrus Fruit, Total","5419","Yield","1972","1972","hg/ha","175623.000000","E"
"68","'250","France","402","'01253.01","Onions and shallots, green","5419","Yield","1967","1967","hg/ha","66861.000000","E"
"79","'276","Germany","1182","'02910","Natural honey","5510","Production","1972","1972","tonnes","17089.000000","A"
"68","'250","France","1141","'21114","Meat of rabbits and hares, fresh or chilled","5321","Producing Animals/Slaughtered","1978","1978","1000 Head","103000.000000","E"
"68","'250","France","534","'01345","Peaches and nectarines","5419","Yield","2008","2008","hg/ha","197841.000000","E"
"79","'276","Germany","900","'22130.02","Whey, dry","5510","Production","1992","1992","tonnes","157423.000000","A"
"106","'380","Italy","1720","'F1720","Roots and Tubers, Total","5419","Yield","2008","2008","hg/ha","227091.000000","E"
"203","'724","Spain","592","'01352","Kiwi fruit","5312","Area harvested","1991","1991","ha","130.000000","A"
